Target device: xilinx_u200_xdma_201830_2-0
timestamp,12v_aux_curr,12v_aux_vol,12v_pex_curr,12v_pex_vol,vccint_curr,vccint_vol,3v3_pex_curr,3v3_pex_vol,cage_temp0,cage_temp1,cage_temp2,cage_temp3,dimm_temp0,dimm_temp1,dimm_temp2,dimm_temp3,fan_temp,fpga_temp,hbm_temp,se98_temp0,se98_temp1,se98_temp2,vccint_temp,fan_rpm
5719.87,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5740.51,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5761.16,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5781.8,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5802.39,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5822.98,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5843.61,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5864.24,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5884.82,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5905.46,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5926.09,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5946.7,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5967.28,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
5987.87,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6008.52,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6029.18,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6049.77,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6070.4,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6090.98,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6111.62,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6132.27,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6152.9,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6173.56,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6194.22,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6214.79,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6235.36,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6256.01,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6276.66,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6297.29,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6317.92,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6338.51,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6359.15,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6379.81,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6400.44,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6421.06,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6441.68,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6462.3,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6482.89,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6503.51,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6524.14,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6544.77,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6565.4,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6586.03,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6606.66,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6627.28,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6647.91,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6668.53,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6689.16,2602,12195,1630,12143,24048,851,0,3356,0,0,0,0,35,36,40,40,42,47,0,43,34,41,0,1053,
6709.79,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6731.17,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6751.79,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6772.37,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6792.98,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6813.62,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6834.27,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6854.84,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6875.47,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6896.11,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6916.75,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6937.37,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6958,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6978.59,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
6999.23,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7019.87,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7040.5,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7061.12,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7081.75,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7102.34,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7122.91,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7143.57,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7164.21,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7184.84,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7205.47,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7226.1,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7246.68,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7267.27,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7287.92,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7308.54,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7329.16,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7349.75,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7370.37,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7391.01,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7411.63,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7432.26,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7452.84,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7473.48,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7494.16,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7514.75,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7535.37,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7556,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7576.58,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7597.25,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7617.89,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7638.48,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7659.11,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7679.73,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7700.36,2026,12176,1552,12144,28740,851,0,3356,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
7721,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7742.37,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7762.95,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7783.57,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7804.2,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7824.83,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7845.46,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7866.09,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7886.68,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7907.3,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7927.93,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7948.56,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7969.19,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
7989.82,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8010.42,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8031,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8051.63,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8072.26,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8092.89,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8113.51,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8134.13,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8154.72,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8175.34,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8195.97,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8216.6,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8237.18,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8257.81,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8278.44,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8299.07,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8319.69,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8340.32,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8360.94,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8381.53,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8402.15,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8422.74,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8443.37,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8463.94,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8484.58,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8505.21,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8525.85,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8546.43,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8567.05,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8587.69,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8608.32,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8628.94,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8649.56,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8670.2,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8690.77,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8711.36,2615,12156,1663,12136,24096,851,0,3355,0,0,0,0,35,36,40,39,42,47,0,43,34,41,0,1053,
8731.98,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8753.31,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8773.93,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8794.52,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8815.09,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8835.71,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8856.33,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8876.96,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8897.58,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8918.2,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8938.77,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8959.39,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
8980.01,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9000.63,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9021.25,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9041.88,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9062.47,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9083.05,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9103.67,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9124.29,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9144.91,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9165.53,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9186.19,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9206.76,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9227.34,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9247.96,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9268.58,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
9289.2,2242,12161,1661,12121,26676,851,0,3355,0,0,0,0,35,36,40,39,43,47,0,43,34,41,0,1053,
